"pixel_x","pixel_y","cell_ID"
6177,-8762.1,"23x41"
6182.3,-9164.7,"23x43"
6180.2,-9561.9,"23x45"
6180,-9958.2,"23x47"
6181.9,-10365.9,"23x49"
6187.5,-10755.1,"23x51"
6174.7,-11163.3,"23x53"
6365.1,-2963.9,"24x12"
6362.2,-3347.5,"24x14"
6366.2,-3753.5,"24x16"
6367.2,-4153.6,"24x18"
6359.4,-4553.4,"24x20"
6362.6,-4952.4,"24x22"
6366.6,-5349.4,"24x24"
6363.4,-5756.3,"24x26"
6359.3,-6159.9,"24x28"
6358.4,-6545.1,"24x30"
6358,-6960,"24x32"
6360.3,-7359.7,"24x34"
6355.7,-7754.9,"24x36"
6354.1,-8147.2,"24x38"
6352.7,-8560.5,"24x40"
6361.4,-8961.6,"24x42"
6362.5,-9358.7,"24x44"
6350.5,-9763.6,"24x46"
6359.3,-10164.4,"24x48"
6366.2,-10554.5,"24x50"
6366,-10957.3,"24x52"
6544.2,-3150.3,"25x13"
6544.9,-3548.8,"25x15"
6545.5,-3954.2,"25x17"
6551.4,-4354.1,"25x19"
6541.8,-4750.5,"25x21"
6544.9,-5152.8,"25x23"
6544.4,-5550.6,"25x25"
6548.7,-5954.9,"25x27"
6544.3,-6348.6,"25x29"
6546.9,-6750.2,"25x31"
6539.3,-7158,"25x33"
6540.1,-7554.4,"25x35"
6533.9,-7956.2,"25x37"
6531.1,-8356.7,"25x39"
6541.2,-8759.1,"25x41"
6537.6,-9159,"25x43"
6536.1,-9561.4,"25x45"
6539.5,-9960.2,"25x47"
6549.9,-10353.2,"25x49"
6548.1,-10753.4,"25x51"
6536.3,-11159.7,"25x53"
6723.3,-3336.8,"26x14"
6728.1,-3738.8,"26x16"
6730.7,-4137.4,"26x18"
6721.9,-4536.1,"26x20"
6723.2,-4936,"26x22"
6726.4,-5339.2,"26x24"
6730.9,-5738.5,"26x26"
6720.6,-6139.6,"26x28"
6722.7,-6541,"26x30"
6723.9,-6938.8,"26x32"
6728.2,-7340,"26x34"
6720.8,-7741.6,"26x36"
6719.5,-8144.5,"26x38"
6721.9,-8542.5,"26x40"
6724.3,-8942.8,"26x42"
6725.7,-9347.2,"26x44"
6726.8,-9744.6,"26x46"
6720.2,-10141.7,"26x48"
6724.2,-10544.9,"26x50"
6727.2,-10948.2,"26x52"
6717.1,-11346.7,"26x54"
6904.4,-3544.2,"27x15"
6908.5,-3947.1,"27x17"
6914.8,-4344.3,"27x19"
6901.1,-4741.8,"27x21"
6905.4,-5142.7,"27x23"
6908.1,-5545.9,"27x25"
6911.7,-5946.2,"27x27"
6898.8,-6348.9,"27x29"
6903.3,-6745,"27x31"
6912.6,-7150.5,"27x33"
6908.7,-7544,"27x35"
6900.9,-7945.2,"27x37"
6897.5,-8349.1,"27x39"
6908.8,-8749.7,"27x41"
6907.9,-9152.4,"27x43"
6898.2,-9553.7,"27x45"
6900.9,-9951.1,"27x47"
6920.1,-10372.8,"27x49"
6909.6,-10750.6,"27x51"
6896.4,-11151.8,"27x53"
7090.1,-3740.4,"28x16"
7094.8,-4142.8,"28x18"
7079.4,-4539.7,"28x20"
7082.8,-4939.1,"28x22"
7087.7,-5344.6,"28x24"
7100.7,-5742.5,"28x26"
7083.6,-6142.8,"28x28"
7084.7,-6535.3,"28x30"
7086.3,-6949.4,"28x32"
7086.9,-7347.6,"28x34"
7078.7,-7747.9,"28x36"
7079,-8145.6,"28x38"
7082.2,-8547.6,"28x40"
7088.6,-8948.4,"28x42"
7088.7,-9354.1,"28x44"
7082.7,-9750.3,"28x46"
7079.7,-10149.3,"28x48"
7088.4,-10551.1,"28x50"
7089,-10949.2,"28x52"
7078.6,-11349.1,"28x54"
7270.3,-3940.7,"29x17"
7273.7,-4339.2,"29x19"
7263.9,-4734.7,"29x21"
7266.6,-5139,"29x23"
7273.9,-5543.5,"29x25"
7273.3,-5940.2,"29x27"
7261.9,-6346.3,"29x29"
7263.2,-6740.2,"29x31"
7269.3,-7148.3,"29x33"
7269.4,-7544,"29x35"
7260.2,-7944.5,"29x37"
7260.3,-8345.2,"29x39"
7267.7,-8745.7,"29x41"
7269.5,-9151.8,"29x43"
7259.7,-9555.7,"29x45"
7258.5,-9943.8,"29x47"
7268.9,-10347.6,"29x49"
7268.6,-10746.6,"29x51"
7254.5,-11149.7,"29x53"
7261.8,-11549.5,"29x55"
7436.3,-4139.7,"30x18"
7434.8,-4542.7,"30x20"
7427.2,-4947.3,"30x22"
7451.8,-5353.7,"30x24"
7449.1,-5753.7,"30x26"
7439,-6145.7,"30x28"
7432.2,-6538.2,"30x30"
7442.5,-6939.7,"30x32"
7442.2,-7334.7,"30x34"
7429.2,-7746.5,"30x36"
7424.1,-8150.8,"30x38"
7426.1,-8544.4,"30x40"
7438.4,-8949.3,"30x42"
7433.4,-9350.9,"30x44"
7425.3,-9755.5,"30x46"
7433.6,-10150.2,"30x48"
7458.3,-10556.7,"30x50"
7453.4,-10955.7,"30x52"
7430.7,-11358,"30x54"
7621.3,-4349.3,"31x19"
7617.7,-4740.2,"31x21"
7624.6,-5151.1,"31x23"
7625.6,-5552,"31x25"
7616.7,-5938.2,"31x27"
7618.5,-6346.4,"31x29"
7614.9,-6743.9,"31x31"
7620.5,-7139.6,"31x33"
7619.3,-7545.4,"31x35"
7608.6,-7943.8,"31x37"
7606.6,-8341.2,"31x39"
7611,-8744.8,"31x41"
7619.3,-9144.4,"31x43"
7603.2,-9550.5,"31x45"
7604.2,-9949,"31x47"
7614,-10351.4,"31x49"
7633.5,-10752.7,"31x51"
7793.2,-4540.5,"32x20"
7800,-4949.5,"32x22"
7807.4,-5337.4,"32x24"
7802.4,-5740.1,"32x26"
7799.9,-6139.4,"32x28"
7787.7,-6541.3,"32x30"
7795.7,-6939,"32x32"
7802,-7338.2,"32x34"
7795.4,-7742.1,"32x36"
7789.9,-8144.3,"32x38"
7786.9,-8540.7,"32x40"
7793.2,-8949.1,"32x42"
7798.2,-9348.1,"32x44"
7782.5,-9751.8,"32x46"
7791.1,-10143,"32x48"
7805.8,-10551.3,"32x50"
7810.2,-10958.4,"32x52"
7977.2,-4743.4,"33x21"
7988.4,-5154.6,"33x23"
8002.7,-5558.5,"33x25"
7996.6,-5948.2,"33x27"
7981.8,-6349,"33x29"
7996.7,-6743.2,"33x31"
7984.9,-7140.5,"33x33"
7978.2,-7546.4,"33x35"
7970.8,-7949.9,"33x37"
7967.7,-8344,"33x39"
7974.4,-8753.2,"33x41"
7974.6,-9148.1,"33x43"
7968.2,-9552.9,"33x45"
7985.1,-9954.4,"33x47"
7975.5,-10355.4,"33x49"
7992.9,-10759.3,"33x51"
7979.4,-11160.3,"33x53"
8160.4,-4538.4,"34x20"
8158.1,-4940.3,"34x22"
8170.9,-5336.8,"34x24"
8161.6,-5742.4,"34x26"
8156.3,-6147.2,"34x28"
8159.9,-6541.6,"34x30"
8163.1,-6942.2,"34x32"
8157,-7337,"34x34"
8158.1,-7744.8,"34x36"
8156.7,-8145.1,"34x38"
8161.4,-8544.3,"34x40"
8161.2,-8949.2,"34x42"
8156.2,-9348.7,"34x44"
8157.8,-9747.3,"34x46"
8164.2,-10147.5,"34x48"
8167.3,-10547.1,"34x50"
8167.6,-10944.7,"34x52"
8158.1,-11350.4,"34x54"
8156.3,-11745,"34x56"
8337.1,-4735.6,"35x21"
8343.9,-5142.7,"35x23"
8344.9,-5539.3,"35x25"
8342.3,-5947.9,"35x27"
8348.1,-6343.3,"35x29"
8342.9,-6740.5,"35x31"
8335.9,-7138.4,"35x33"
8341.4,-7539.6,"35x35"
8334.1,-7942.4,"35x37"
8344.1,-8335.4,"35x39"
8345.8,-8743.9,"35x41"
8347.9,-9148.8,"35x43"
8337.5,-9546.4,"35x45"
8344.6,-9947.3,"35x47"
8348,-10344.7,"35x49"
8348.4,-10742.6,"35x51"
8338.3,-11144.8,"35x53"
8338.7,-11548.2,"35x55"
8522.7,-4533.2,"36x20"
8521.7,-4934.6,"36x22"
8517.7,-5338,"36x24"
8526.1,-5731.2,"36x26"
8529.3,-6143.2,"36x28"
8520.5,-6536.3,"36x30"
8520,-6937.2,"36x32"
8519.2,-7337.4,"36x34"
8523.9,-7740.7,"36x36"
8516.7,-8134.2,"36x38"
8521.9,-8541.2,"36x40"
8524,-8945.5,"36x42"
8527.2,-9341.7,"36x44"
8521,-9743.8,"36x46"
8524.5,-10141.1,"36x48"
8527.3,-10538.2,"36x50"
8530.1,-10941.4,"36x52"
8520.1,-11346,"36x54"
8700.4,-4734.1,"37x21"
8705.1,-5138,"37x23"
8698,-5532.8,"37x25"
8702.1,-5936.3,"37x27"
8702.5,-6340.8,"37x29"
8703.2,-6741.2,"37x31"
8692.7,-7139.8,"37x33"
8713.2,-7533.4,"37x35"
8694.2,-7939.9,"37x37"
8694.4,-8340.5,"37x39"
8704.8,-8742,"37x41"
8707.7,-9141.1,"37x43"
8697.6,-9544.7,"37x45"
8704.1,-9941.2,"37x47"
8707.9,-10340,"37x49"
8709,-10740.9,"37x51"
8699.7,-11142.5,"37x53"
8878.1,-4939,"38x22"
8877.1,-5338.8,"38x24"
8886,-5741.6,"38x26"
8875.8,-6145.9,"38x28"
8872.9,-6542.8,"38x30"
8880.2,-6940.2,"38x32"
8883.1,-7334.1,"38x34"
8875.6,-7747,"38x36"
8877.5,-8144.9,"38x38"
8879.2,-8546.3,"38x40"
8881.7,-8942.1,"38x42"
8884.2,-9345,"38x44"
8879.8,-9743,"38x46"
8879.3,-10144.1,"38x48"
8884.2,-10545.2,"38x50"
8879.9,-10945,"38x52"
9057.8,-4745.3,"39x21"
9059.6,-5150.2,"39x23"
9056.5,-5544.5,"39x25"
9069.5,-5946.9,"39x27"
9052.7,-6351.1,"39x29"
9054.9,-6750,"39x31"
9060.9,-7140.6,"39x33"
9062,-7548.8,"39x35"
9054,-7949.2,"39x37"
9056.2,-8348.1,"39x39"
9060.6,-8756.5,"39x41"
9065,-9152.6,"39x43"
9056.5,-9550.4,"39x45"
9058.7,-9951.9,"39x47"
9061.8,-10350.4,"39x49"
9060.1,-10752.4,"39x51"
9053.8,-11152.1,"39x53"
9237.4,-4945,"40x22"
9237.3,-5345.1,"40x24"
9245.1,-5745.5,"40x26"
9230.2,-6147,"40x28"
9230.6,-6552.7,"40x30"
9236,-6948.9,"40x32"
9241.3,-7345.7,"40x34"
9241,-7751.9,"40x36"
9236.3,-8143.3,"40x38"
9235.4,-8556.4,"40x40"
9239,-8945.5,"40x42"
9239.7,-9350,"40x44"
9234.5,-9749.6,"40x46"
9236.3,-10149.6,"40x48"
9246.8,-10550.6,"40x50"
9243.4,-10949.6,"40x52"
9421.6,-5149.7,"41x23"
9428.1,-5546.6,"41x25"
9425.2,-5939.7,"41x27"
9414.7,-6347.1,"41x29"
9417.9,-6748.5,"41x31"
9417.7,-7150.4,"41x33"
9423.4,-7547.8,"41x35"
9414.3,-7950.5,"41x37"
9416.5,-8347.9,"41x39"
9418.4,-8751.3,"41x41"
9423.2,-9150.9,"41x43"
9415.3,-9551,"41x45"
9416.1,-9949,"41x47"
9419.5,-10348.1,"41x49"
9422,-10747.3,"41x51"
9599.6,-5348.8,"42x24"
9604.6,-5751,"42x26"
9598.8,-6141.9,"42x28"
9593.9,-6545.2,"42x30"
9600.7,-6945.1,"42x32"
9606.1,-7346,"42x34"
9604.6,-7752.5,"42x36"
9593,-8148.5,"42x38"
9597.1,-8551,"42x40"
9604,-8949.9,"42x42"
9603.2,-9349.8,"42x44"
9595.4,-9750.6,"42x46"
9600.9,-10150.7,"42x48"
9605.6,-10551.7,"42x50"
9783.9,-5555.6,"43x25"
9783.4,-5948,"43x27"
9776.3,-6345.3,"43x29"
9781.9,-6747.8,"43x31"
9781.1,-7146,"43x33"
9787.2,-7545.7,"43x35"
9774.8,-7948.6,"43x37"
9777,-8347.5,"43x39"
9779.6,-8747.3,"43x41"
9784.9,-9151.1,"43x43"
9774.5,-9551.5,"43x45"
9777.8,-9948.2,"43x47"
9782.9,-10349.8,"43x49"
9960,-6144.2,"44x28"
9958.1,-6547.6,"44x30"
9960.8,-6944.7,"44x32"
9964.5,-7346.2,"44x34"
9958.3,-7742.5,"44x36"
9954.5,-8145.4,"44x38"
9963.7,-8546.3,"44x40"
9962.7,-8948.2,"44x42"
9963.5,-9347.7,"44x44"
9957.7,-9748.4,"44x46"
9962.3,-10145.5,"44x48"
10139.6,-6746.1,"45x31"
10148,-7135.5,"45x33"
10142.7,-7549,"45x35"
10132.9,-7950,"45x37"
10124.8,-8349.7,"45x39"
10140.8,-8750,"45x41"
10144.6,-9154,"45x43"
10138.4,-9554.4,"45x45"
10315.7,-6957.4,"46x32"
10312.9,-7354.2,"46x34"
10319.9,-7749.8,"46x36"
10319.2,-8146.8,"46x38"
10311.6,-8551.2,"46x40"
10318.3,-8957,"46x42"
10322.7,-9358.6,"46x44"
10315.9,-9754.8,"46x46"
10494.7,-7535.3,"47x35"
10499.2,-7949.6,"47x37"
10495.9,-8346.6,"47x39"
10495,-8749.9,"47x41"
10505.9,-9162.2,"47x43"
10496.9,-9570.2,"47x45"
10678.3,-7748.4,"48x36"
10670.9,-8145.1,"48x38"
10674.2,-8548.9,"48x40"
10683.6,-8955.5,"48x42"
10685.6,-9353.7,"48x44"
10854.6,-8346,"49x39"
10850.2,-8757.7,"49x41"
10861.3,-9155.9,"49x43"
10850.9,-9557.6,"49x45"
11044.2,-8956.9,"50x42"
11034.1,-9353.7,"50x44"
