ID	X	Y
cell_3515	9083.09739608937	40073.0983037673
cell_6034	974.758983041596	41710.6628893385
cell_493	18324.1500697432	31738.043160289
cell_6483	3774.62846546384	27554.7669477147
cell_545	17348.1187808139	33066.3773435848
cell_3970	12802.6198688962	28749.6928330443
cell_1527	16942.5730571513	3415.08308508866
cell_7373	196.461548651645	39109.5422856952
cell_1300	19304.2025221495	10221.3532188328
cell_2131	17225.2924132178	29087.0907724524
cell_601	20223.3811943406	31021.1366899667
cell_5491	7613.56362824241	25072.9712251518
cell_4796	6486.41288564489	40591.3038637769
cell_4800	6391.83317781279	41168.0808520928
cell_6005	1553.69370585652	42085.6260665825
cell_1915	17264.2875204213	31776.859732835
cell_2057	14154.0582804573	31419.9599320171
cell_5024	5777.13780332148	38413.5832822235
cell_604	20095.9622393676	30865.3828728996
cell_5458	8858.51364292472	24221.849924562
cell_4904	8681.98139063275	36579.75121644
cell_2016	15188.6259171159	32984.3862925168
cell_5940	2758.42984597839	39627.3017668576
cell_670	18258.453821661	29424.3616947228
cell_3088	16942.5730571513	3415.08308508866
cell_3677	10372.9433967078	35509.8263204093
cell_4386	9100.51261621544	21977.3027800614
cell_717	17225.2924132178	29087.0907724524
cell_431	19611.4242950265	31899.9980248829
cell_3386	12187.7362861	40622.0974009297
cell_2751	14365.0750205504	15906.195698888
cell_5493	7517.88416780788	24987.9014602425
cell_2152	16472.7820522452	29087.6877477069
cell_694	17775.2628613271	29138.1390371123
cell_4324	11481.1832183218	19942.6525233147
cell_457	19128.2937826909	31239.854287398
cell_2766	13449.5142220723	17840.7571780233
cell_1972	16019.726393305	32293.488256788
cell_513	17859.5462943385	31633.464385708
cell_6008	1552.20582740146	41026.5150949333
cell_5933	2911.82278132446	40904.3838153662
cell_2237	14283.8471441816	29498.49235853
cell_550	17264.2875204213	31776.859732835
cell_3862	10616.9080427542	31667.1155915159
cell_2196	15352.0728249101	29149.0623482401
cell_4123	9652.83733206543	26834.8272390278
cell_6188	1444.44567234816	35017.3036091731
cell_4895	8865.42381096009	36832.7497503333
cell_678	18190.8204840448	29290.7275712326
cell_1796	14779.9984971618	37648.3000638142
