ID	x	y
loc193	17.979	19.059
loc194	18.006	20.069
loc195	8.957	11.091
loc196	8.997	10.052
loc197	9.04	12.046
loc198	9.006	20.114
loc199	14.063	22.058
loc200	13.084	22.085
loc201	16.047	22.132
loc202	15.028	22.055
loc203	12.091	22.103
loc204	10.908	22.093
loc205	12.104	23.073
loc206	15.037	23.003
loc207	13.018	23.006
loc208	14.06	23.002
loc209	25.082	21.054
loc210	26.076	21.03
loc211	27.078	21.025
loc212	21.016	21.023
loc213	21.949	21.039
loc214	23.16	21.089
loc215	24.13	21.069
loc216	17.988	21.061
loc217	19.011	21.044
loc218	20.069	21.094
loc219	23.077	11.112
loc220	24.087	11.075
loc221	21.926	11.038
loc222	20.93	11.007
loc223	20.063	11.042
loc224	18.93	11.054
loc225	17.984	11.083
loc226	25.03	11.1
loc227	26.991	13.041
loc228	27.997	14.034
loc229	27.034	15.057
loc230	27.966	15.165
loc231	27.06	14.035
loc232	27.011	17.187
loc233	28.04	17.062
loc234	27.018	16.042
loc235	28.004	16.037
loc236	28.016	19.075
loc237	27.041	19.066
loc238	26.99	18.059
loc239	28.047	18.055
loc240	26.108	22.063
loc241	25.084	22.07
loc242	26.147	22.981
loc243	25.146	22.992
loc244	21.931	22.121
loc245	21.074	22.101
loc246	23.144	22.097
loc247	24.114	22.074
loc248	19.032	22.087
loc249	20.043	22.146
loc250	20.038	22.966
loc251	19.031	22.942
loc252	24.099	23.018
loc253	23.137	23.03
loc254	21.027	22.938
loc255	21.978	23.005
loc256	20.089	24.006
loc257	24.146	24.011
loc258	23.124	24.046
loc259	21.01	23.944
loc260	22.053	23.962
loc261	27.018	20.088
loc262	17.964	10.137
