CellID	ClusterName	ClusterID	Region
cell_1915	Inhibitory_Kcnip2	15	Layer 4
cell_2057	Inhibitory_Kcnip2	15	Layer 5
cell_5024	Inhibitory_Kcnip2	15	Layer 4
cell_604	Inhibitory_Kcnip2	15	Layer 4
cell_5458	Inhibitory_Kcnip2	15	Hippocampus
cell_4904	Inhibitory_Kcnip2	15	Layer 4
cell_2016	Inhibitory_Kcnip2	15	Layer 4
cell_5940	Inhibitory_Kcnip2	15	Layer 4
cell_670	Inhibitory_Kcnip2	15	Layer 4
cell_3088	Inhibitory_Kcnip2	15	White matter
cell_3677	Inhibitory_Kcnip2	15	Layer 4
cell_4386	Inhibitory_Kcnip2	15	Hippocampus
cell_717	Inhibitory_Kcnip2	15	Layer 5
cell_431	Inhibitory_Kcnip2	15	Layer 4
cell_3386	Inhibitory_Kcnip2	15	Layer 2-3 medial
cell_2751	Inhibitory_Kcnip2	15	Hippocampus
cell_5493	Inhibitory_Kcnip2	15	Hippocampus
cell_2152	Inhibitory_Kcnip2	15	Layer 5
cell_694	Inhibitory_Kcnip2	15	Layer 4
cell_4324	Inhibitory_Kcnip2	15	Hippocampus
cell_457	Inhibitory_Kcnip2	15	Layer 4
cell_2766	Inhibitory_Kcnip2	15	Hippocampus
cell_1972	Inhibitory_Kcnip2	15	Layer 4
cell_513	Inhibitory_Kcnip2	15	Layer 4
cell_6008	Inhibitory_Kcnip2	15	Layer 4
cell_5933	Inhibitory_Kcnip2	15	Layer 4
cell_2237	Inhibitory_Kcnip2	15	Layer 6
cell_550	Inhibitory_Kcnip2	15	Layer 4
cell_3862	Inhibitory_Pthlh	16	Layer 6
cell_2196	Inhibitory_Pthlh	16	Layer 5
cell_4123	Inhibitory_Pthlh	16	White matter
cell_6188	Inhibitory_Pthlh	16	Layer 6
cell_4895	Inhibitory_Pthlh	16	Layer 4
cell_678	Inhibitory_Pthlh	16	Layer 4
cell_1796	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_837	Inhibitory_Pthlh	16	Layer 6
cell_6743	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_5647	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_3911	Inhibitory_Pthlh	16	Layer 5
cell_4612	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_3487	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_41	Inhibitory_Pthlh	16	Pia Layer 1
cell_2750	Inhibitory_Pthlh	16	White matter
cell_3859	Inhibitory_Pthlh	16	Layer 5
cell_5898	Inhibitory_Pthlh	16	Layer 4
cell_1518	Inhibitory_Pthlh	16	Ventricle
cell_3910	Inhibitory_Pthlh	16	Layer 5
cell_7835	Inhibitory_Pthlh	16	Hippocampus
cell_3380	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_3664	Inhibitory_Pthlh	16	Layer 4
cell_5768	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_1085	Inhibitory_Pthlh	16	White matter
cell_2051	Inhibitory_Pthlh	16	Layer 4
cell_3747	Inhibitory_Pthlh	16	Layer 4
cell_221	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_5699	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_312	Inhibitory_Pthlh	16	Layer 3-4
cell_4350	Inhibitory_Pthlh	16	Hippocampus
cell_3316	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_805	Inhibitory_Pthlh	16	Layer 4
cell_4319	Inhibitory_Pthlh	16	Hippocampus
cell_2714	Inhibitory_Pthlh	16	White matter
cell_2226	Inhibitory_Pthlh	16	Layer 5
cell_4348	Inhibitory_Pthlh	16	Hippocampus
cell_3168	Inhibitory_Pthlh	16	Ventricle
cell_3888	Inhibitory_Pthlh	16	Layer 5
cell_4681	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_3412	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_189	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_1402	Inhibitory_Pthlh	16	White matter
cell_7068	Inhibitory_Pthlh	16	Layer 4
cell_3352	Inhibitory_Pthlh	16	Pia Layer 1
cell_4769	Inhibitory_Pthlh	16	Layer 4
cell_4346	Inhibitory_Pthlh	16	Hippocampus
cell_1403	Inhibitory_Pthlh	16	White matter
cell_4723	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_5204	Inhibitory_Pthlh	16	Layer 5
cell_2338	Inhibitory_Pthlh	16	Layer 6
cell_1033	Inhibitory_Pthlh	16	White matter
cell_5119	Inhibitory_Pthlh	16	Layer 6
cell_3208	Inhibitory_Pthlh	16	Ventricle
cell_5824	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_4950	Inhibitory_Pthlh	16	Layer 4
cell_5531	Inhibitory_Pthlh	16	Hippocampus
cell_2702	Inhibitory_Pthlh	16	White matter
cell_5040	Inhibitory_Pthlh	16	Layer 6
cell_3242	Inhibitory_Pthlh	16	White matter
cell_558	Inhibitory_Pthlh	16	Layer 4
cell_3604	Inhibitory_Pthlh	16	Layer 3-4
cell_5567	Inhibitory_Pthlh	16	Hippocampus
cell_4691	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_5663	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_1522	Inhibitory_Pthlh	16	White matter
cell_3191	Inhibitory_Pthlh	16	White matter
cell_2001	Inhibitory_Pthlh	16	Layer 4
cell_7822	Inhibitory_Pthlh	16	Hippocampus
cell_1636	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_1	Inhibitory_Pthlh	16	Pia Layer 1
cell_3083	Inhibitory_Pthlh	16	White matter
cell_37	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_2733	Inhibitory_Pthlh	16	White matter
cell_4920	Inhibitory_Pthlh	16	Layer 4
cell_5506	Inhibitory_Pthlh	16	Hippocampus
cell_665	Inhibitory_Pthlh	16	Layer 4
cell_2471	Inhibitory_Pthlh	16	Layer 6
cell_1250	Inhibitory_Pthlh	16	Internal Capsule Caudoputamen
cell_5146	Inhibitory_Pthlh	16	Layer 6
cell_7075	Inhibitory_Pthlh	16	Layer 4
cell_2218	Inhibitory_Pthlh	16	Layer 5
cell_2601	Inhibitory_Pthlh	16	Layer 6
cell_293	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_781	Inhibitory_Pthlh	16	Layer 6
cell_4661	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_1198	Inhibitory_Pthlh	16	White matter
cell_7073	Inhibitory_Pthlh	16	Layer 4
cell_4849	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_1831	Inhibitory_Pthlh	16	Layer 3-4
cell_203	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_5685	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_4847	Inhibitory_Pthlh	16	Layer 4
cell_585	Inhibitory_Pthlh	16	Layer 4
cell_6314	Inhibitory_Pthlh	16	Layer 6
cell_4934	Inhibitory_Pthlh	16	Layer 4
cell_6113	Inhibitory_Pthlh	16	Layer 5
cell_44	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_3528	Inhibitory_Pthlh	16	Layer 2-3 medial
cell_3079	Inhibitory_Pthlh	16	Ventricle
cell_4296	Inhibitory_Pthlh	16	White matter
cell_3670	Inhibitory_Pthlh	16	Layer 4
cell_1621	Inhibitory_Pthlh	16	Layer 2-3 lateral
cell_7663	Inhibitory_Pthlh	16	Layer 6
cell_4916	Inhibitory_Pthlh	16	Layer 5
cell_6248	Inhibitory_Vip	20	Layer 6
cell_275	Inhibitory_Vip	20	Layer 2-3 lateral
cell_87	Inhibitory_Vip	20	Layer 3-4
cell_5007	Inhibitory_Vip	20	Layer 5
cell_3367	Inhibitory_Vip	20	Layer 2-3 medial
cell_298	Inhibitory_Vip	20	Layer 2-3 lateral
cell_5020	Inhibitory_Vip	20	Layer 5
cell_5238	Inhibitory_Vip	20	Layer 6
cell_1020	Inhibitory_Vip	20	White matter
cell_7089	Inhibitory_Vip	20	Layer 4
cell_5573	Inhibitory_Vip	20	Hippocampus
cell_1048	Inhibitory_Vip	20	Layer 6
cell_268	Inhibitory_Vip	20	Layer 2-3 lateral
cell_258	Inhibitory_Vip	20	Layer 2-3 lateral
cell_4830	Inhibitory_Vip	20	Layer 4
cell_5818	Inhibitory_Vip	20	Layer 2-3 medial
cell_2295	Inhibitory_Vip	20	Layer 6
cell_2570	Inhibitory_Vip	20	Layer 6
cell_899	Inhibitory_Vip	20	Layer 6
cell_1591	Inhibitory_Vip	20	Layer 2-3 medial
cell_6525	Inhibitory_Vip	20	Hippocampus
cell_5449	Inhibitory_Vip	20	Hippocampus
cell_4414	Inhibitory_Vip	20	Hippocampus
cell_4347	Inhibitory_Vip	20	Hippocampus
cell_1596	Inhibitory_Vip	20	Layer 2-3 lateral
cell_137	Inhibitory_Vip	20	Layer 4
cell_914	Inhibitory_Vip	20	Layer 6
cell_2580	Inhibitory_Vip	20	Layer 6
cell_4668	Inhibitory_Vip	20	Layer 2-3 medial
cell_6524	Inhibitory_Vip	20	Hippocampus
cell_2577	Inhibitory_Vip	20	Layer 6
cell_202	Inhibitory_Vip	20	Pia Layer 1
cell_5232	Inhibitory_Vip	20	Layer 6
cell_2291	Inhibitory_Vip	20	Layer 6
cell_1435	Inhibitory_Vip	20	White matter
cell_2469	Inhibitory_Vip	20	Layer 6
cell_969	Inhibitory_Vip	20	White matter
cell_1713	Inhibitory_Vip	20	Layer 2-3 lateral
cell_6522	Inhibitory_Vip	20	Hippocampus
cell_1574	Inhibitory_Vip	20	Layer 2-3 lateral
cell_2563	Inhibitory_Vip	20	Layer 6
cell_3092	Inhibitory_Vip	20	Ventricle
cell_232	Inhibitory_Vip	20	Layer 2-3 lateral
cell_379	Inhibitory_Vip	20	Layer 2-3 lateral
cell_3398	Inhibitory_Vip	20	Layer 2-3 lateral
cell_2517	Inhibitory_Vip	20	Layer 6
cell_2294	Inhibitory_Vip	20	Layer 6
cell_255	Inhibitory_Vip	20	Layer 2-3 lateral
cell_4629	Inhibitory_Vip	20	Layer 2-3 medial
cell_5763	Inhibitory_Vip	20	Layer 2-3 medial
cell_4376	Inhibitory_Vip	20	Hippocampus
cell_5608	Inhibitory_Vip	20	Layer 2-3 medial
cell_6734	Inhibitory_Vip	20	Layer 2-3 medial
cell_3018	Inhibitory_Vip	20	White matter
cell_4071	Inhibitory_Vip	20	Layer 6
cell_6471	Inhibitory_Vip	20	Hippocampus
cell_1679	Inhibitory_Vip	20	Layer 2-3 lateral
cell_1864	Inhibitory_Vip	20	Layer 3-4
cell_1667	Inhibitory_Vip	20	Layer 2-3 medial
cell_6766	Inhibitory_Vip	20	Layer 2-3 medial
cell_2219	Inhibitory_Vip	20	Layer 6
cell_1531	Inhibitory_Vip	20	Ventricle
cell_5340	Inhibitory_Vip	20	Layer 6
cell_6083	Inhibitory_Vip	20	Layer 4
cell_2163	Inhibitory_Vip	20	Layer 5
cell_214	Inhibitory_Vip	20	Layer 2-3 lateral
cell_847	Inhibitory_Vip	20	Layer 6
cell_35	Inhibitory_Vip	20	Layer 2-3 lateral
cell_227	Inhibitory_Vip	20	Layer 2-3 lateral
cell_6249	Inhibitory_Vip	20	Layer 6
cell_174	Inhibitory_Vip	20	Layer 2-3 lateral
cell_3957	Inhibitory_Vip	20	Layer 6
cell_96	Inhibitory_Vip	20	Layer 4
cell_3599	Inhibitory_Vip	20	Layer 3-4
cell_57	Inhibitory_Vip	20	Pia Layer 1
cell_4002	Inhibitory_Vip	20	Layer 6
cell_2791	Inhibitory_Vip	20	Hippocampus
cell_1042	Inhibitory_Vip	20	White matter
cell_963	Inhibitory_Vip	20	Layer 6
cell_4021	Inhibitory_Vip	20	Layer 6
cell_4046	Inhibitory_Vip	20	Layer 6
cell_226	Inhibitory_Vip	20	Layer 2-3 lateral
cell_4167	Inhibitory_Vip	20	Layer 6
cell_1782	Inhibitory_Vip	20	Layer 3-4
cell_2538	Inhibitory_Vip	20	Layer 6
cell_1026	Inhibitory_Vip	20	Layer 6
cell_5785	Inhibitory_Vip	20	Layer 4
cell_305	Inhibitory_Vip	20	Layer 2-3 lateral
cell_1147	Inhibitory_Vip	20	White matter
cell_276	Inhibitory_Vip	20	Layer 2-3 lateral
cell_5278	Inhibitory_Vip	20	Layer 6
cell_943	Inhibitory_Vip	20	Layer 6
cell_3961	Inhibitory_Vip	20	Layer 6
cell_4096	Inhibitory_Vip	20	Layer 6
cell_1333	Inhibitory_Vip	20	Internal Capsule Caudoputamen
cell_2243	Inhibitory_Vip	20	Layer 6
cell_1433	Inhibitory_Vip	20	White matter
cell_688	Inhibitory_Vip	20	Layer 5
cell_5960	Inhibitory_Vip	20	Layer 4
cell_1584	Inhibitory_Vip	20	Layer 2-3 lateral
cell_362	Inhibitory_Vip	20	Layer 4
cell_6299	Inhibitory_Vip	20	Layer 6
cell_422	Inhibitory_Vip	20	Layer 4
cell_1856	Inhibitory_Vip	20	Layer 4
cell_5019	Inhibitory_Vip	20	Layer 5
cell_1298	Inhibitory_Vip	20	Internal Capsule Caudoputamen
cell_43	Inhibitory_Vip	20	Layer 2-3 lateral
cell_251	Inhibitory_Vip	20	Layer 2-3 lateral
cell_315	Inhibitory_Vip	20	Layer 2-3 lateral
cell_6521	Inhibitory_Vip	20	Hippocampus
cell_36	Inhibitory_Vip	20	Layer 2-3 lateral
cell_5279	Inhibitory_Vip	20	Layer 6
cell_39	Inhibitory_Vip	20	Layer 2-3 lateral
cell_5318	Inhibitory_Vip	20	Layer 6
cell_2181	Inhibitory_Vip	20	Layer 6
cell_1247	Inhibitory_Vip	20	Internal Capsule Caudoputamen
cell_5234	Inhibitory_Vip	20	Layer 6
cell_188	Inhibitory_Vip	20	Layer 2-3 lateral
cell_1324	Inhibitory_Vip	20	Internal Capsule Caudoputamen
cell_5787	Inhibitory_Vip	20	Layer 4
cell_5786	Inhibitory_Vip	20	Layer 4
cell_63	Inhibitory_Vip	20	Layer 2-3 lateral
cell_6108	Inhibitory_Vip	20	Layer 5
cell_1572	Inhibitory_Vip	20	Layer 2-3 lateral
cell_3981	Inhibitory_Vip	20	Layer 6
cell_2642	Inhibitory_Vip	20	White matter
cell_1920	Inhibitory_Vip	20	Layer 3-4
cell_2245	Inhibitory_Vip	20	Layer 6
cell_3960	Inhibitory_Vip	20	Layer 6
cell_1751	Inhibitory_Vip	20	Layer 2-3 lateral
cell_131	Inhibitory_Vip	20	Layer 2-3 lateral
cell_1452	Inhibitory_Vip	20	White matter
cell_846	Inhibitory_Vip	20	Layer 6
cell_224	Inhibitory_Vip	20	Layer 2-3 lateral
cell_285	Inhibitory_Vip	20	Layer 2-3 lateral
cell_356	Inhibitory_Vip	20	Layer 2-3 lateral
cell_5653	Inhibitory_Vip	20	Layer 2-3 medial
cell_4215	Inhibitory_Vip	20	Layer 6
cell_6303	Inhibitory_Vip	20	Layer 6
cell_3384	Inhibitory_Vip	20	Layer 2-3 medial
cell_2262	Inhibitory_Vip	20	Layer 6
cell_6330	Inhibitory_Vip	20	Layer 6
cell_7331	Pyramidal_Cpne5	9	Layer 5
cell_6308	Pyramidal_Cpne5	9	Layer 6
cell_6171	Pyramidal_Cpne5	9	Layer 5
cell_6185	Pyramidal_Cpne5	9	Layer 6
cell_4811	Pyramidal_Cpne5	9	Layer 4
cell_7336	Pyramidal_Cpne5	9	Layer 5
cell_4138	Pyramidal_Cpne5	9	Layer 6
cell_3972	Pyramidal_Cpne5	9	Layer 6
cell_5186	Pyramidal_Cpne5	9	Layer 6
cell_4785	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_4718	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_3480	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_2463	Pyramidal_Cpne5	9	Layer 6
cell_5214	Pyramidal_Cpne5	9	Layer 6
cell_1897	Pyramidal_Cpne5	9	Layer 3-4
cell_2328	Pyramidal_Cpne5	9	Layer 6
cell_6199	Pyramidal_Cpne5	9	Layer 5
cell_5038	Pyramidal_Cpne5	9	Layer 5
cell_5294	Pyramidal_Cpne5	9	Layer 6
cell_4787	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_863	Pyramidal_Cpne5	9	Layer 6
cell_5260	Pyramidal_Cpne5	9	Layer 6
cell_5259	Pyramidal_Cpne5	9	Layer 6
cell_6233	Pyramidal_Cpne5	9	Layer 6
cell_5123	Pyramidal_Cpne5	9	Layer 5
cell_3853	Pyramidal_Cpne5	9	Layer 6
cell_5169	Pyramidal_Cpne5	9	Layer 6
cell_5920	Pyramidal_Cpne5	9	Layer 4
cell_6721	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_3449	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_4614	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_3978	Pyramidal_Cpne5	9	Layer 6
cell_5714	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_2320	Pyramidal_Cpne5	9	Layer 6
cell_3436	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_3931	Pyramidal_Cpne5	9	Layer 6
cell_6325	Pyramidal_Cpne5	9	Layer 6
cell_5200	Pyramidal_Cpne5	9	Layer 6
cell_5282	Pyramidal_Cpne5	9	Layer 6
cell_3849	Pyramidal_Cpne5	9	Layer 6
cell_819	Pyramidal_Cpne5	9	Layer 6
cell_3377	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_4007	Pyramidal_Cpne5	9	Layer 6
cell_5249	Pyramidal_Cpne5	9	Layer 6
cell_6230	Pyramidal_Cpne5	9	Layer 6
cell_827	Pyramidal_Cpne5	9	Layer 6
cell_4003	Pyramidal_Cpne5	9	Layer 6
cell_5150	Pyramidal_Cpne5	9	Layer 6
cell_6499	Pyramidal_Cpne5	9	Hippocampus
cell_6252	Pyramidal_Cpne5	9	Layer 6
cell_2500	Pyramidal_Cpne5	9	Layer 6
cell_6048	Pyramidal_Cpne5	9	Layer 5
cell_3766	Pyramidal_Cpne5	9	Layer 5
cell_6021	Pyramidal_Cpne5	9	Layer 4
cell_4601	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_5250	Pyramidal_Cpne5	9	Layer 6
cell_6492	Pyramidal_Cpne5	9	Hippocampus
cell_3431	Pyramidal_Cpne5	9	Layer 2-3 lateral
cell_3565	Pyramidal_Cpne5	9	Layer 3-4
cell_3572	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_5712	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_4578	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_7640	Pyramidal_Cpne5	9	Layer 6
cell_3847	Pyramidal_Cpne5	9	Layer 5
cell_1904	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_2312	Pyramidal_Cpne5	9	Layer 6
cell_2433	Pyramidal_Cpne5	9	Layer 6
cell_2105	Pyramidal_Cpne5	9	Layer 5
cell_2306	Pyramidal_Cpne5	9	Layer 6
cell_5805	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_5697	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_4148	Pyramidal_Cpne5	9	Layer 6
cell_7039	Pyramidal_Cpne5	9	Layer 4
cell_3506	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_6204	Pyramidal_Cpne5	9	Layer 5
cell_6324	Pyramidal_Cpne5	9	Layer 6
cell_5177	Pyramidal_Cpne5	9	Layer 6
cell_4803	Pyramidal_Cpne5	9	Layer 4
cell_5080	Pyramidal_Cpne5	9	Layer 6
cell_3520	Pyramidal_Cpne5	9	Layer 4
cell_2227	Pyramidal_Cpne5	9	Layer 6
cell_5813	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_4369	Pyramidal_Cpne5	9	Hippocampus
cell_4553	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_6442	Pyramidal_Cpne5	9	Layer 6
cell_6229	Pyramidal_Cpne5	9	Layer 6
cell_6135	Pyramidal_Cpne5	9	Layer 4
cell_2404	Pyramidal_Cpne5	9	Layer 6
cell_5263	Pyramidal_Cpne5	9	Layer 6
cell_6729	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_3992	Pyramidal_Cpne5	9	Layer 6
cell_6351	Pyramidal_Cpne5	9	Layer 6
cell_5189	Pyramidal_Cpne5	9	Layer 6
cell_5702	Pyramidal_Cpne5	9	Layer 2-3 medial
cell_2297	Pyramidal_Cpne5	9	Layer 6
cell_4910	Pyramidal_Cpne5	9	Layer 4
cell_5284	Pyramidal_Cpne5	9	Layer 6
cell_7062	Pyramidal_L2-3	8	Layer 4
cell_5746	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4754	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5830	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5781	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5651	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4658	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5705	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1606	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1879	Pyramidal_L2-3	8	Layer 3-4
cell_1878	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1877	Pyramidal_L2-3	8	Layer 3-4
cell_4770	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3512	Pyramidal_L2-3	8	Layer 2-3 medial
cell_2113	Pyramidal_L2-3	8	Layer 4
cell_1750	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_1666	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3503	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4821	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3700	Pyramidal_L2-3	8	Layer 4
cell_5666	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6044	Pyramidal_L2-3	8	Layer 4
cell_3339	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5829	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5662	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1841	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4587	Pyramidal_L2-3	8	Layer 2-3 medial
cell_365	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_5639	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3539	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6713	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5690	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3639	Pyramidal_L2-3	8	Layer 3-4
cell_4665	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4711	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1632	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4671	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4793	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5640	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1612	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3546	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5706	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5691	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4570	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3554	Pyramidal_L2-3	8	Layer 3-4
cell_1855	Pyramidal_L2-3	8	Layer 3-4
cell_5700	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5797	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4640	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4649	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6762	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5837	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5726	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4710	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3587	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3537	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3516	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5755	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3545	Pyramidal_L2-3	8	Layer 3-4
cell_3488	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4759	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4607	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4862	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5704	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4792	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4581	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4648	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3486	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5803	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1660	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3547	Pyramidal_L2-3	8	Layer 3-4
cell_1615	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_6714	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3586	Pyramidal_L2-3	8	Layer 3-4
cell_3438	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_3432	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3643	Pyramidal_L2-3	8	Layer 3-4
cell_5909	Pyramidal_L2-3	8	Layer 4
cell_5848	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3360	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3468	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4576	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4873	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4700	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3754	Pyramidal_L2-3	8	Layer 4
cell_4756	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3481	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6717	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5676	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1696	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_5737	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5822	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4799	Pyramidal_L2-3	8	Layer 4
cell_3508	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5637	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5695	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3482	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6738	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1608	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_4868	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4758	Pyramidal_L2-3	8	Layer 4
cell_4560	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5635	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5788	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1670	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6736	Pyramidal_L2-3	8	Layer 2-3 medial
cell_3510	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4704	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5798	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4734	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5728	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5732	Pyramidal_L2-3	8	Layer 2-3 medial
cell_6723	Pyramidal_L2-3	8	Layer 2-3 medial
cell_1724	Pyramidal_L2-3	8	Layer 2-3 lateral
cell_5686	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4688	Pyramidal_L2-3	8	Layer 2-3 medial
cell_5789	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4654	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4685	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4669	Pyramidal_L2-3	8	Layer 2-3 medial
cell_4580	Pyramidal_L2-3	8	Layer 2-3 medial
